google,numOfCircles
google,numOfCoworkers
google,numOfFriendsFromFirstMostRecentEducation
google,numOfFriendsFromFirstMostRecentEducationWithSameGraduationYear
google,numOfFriendsFromSecondMostRecentEducation
google,numOfFriendsFromSecondMostRecentEducationWithSameGraduationYear
google,numOfFriendsFromThirdMostRecentEducation
google,numOfFriendsFromThirdMostRecentEducationWithSameGraduationYear
google,numOfFriendsWorkingAtFirstMostRecentEducation
google,numOfFriendsWorkingAtSecondMostRecentEducation
google,numOfFriendsWorkingAtThirdMostRecentEducation
google,numOfSchoolFriends
google,numOfStudentFriends
google,numGmailContacts
google,numGmailMessages
google,numGmailSentMessages
